epoch,accuracy,loss,val_accuracy,val_loss
0,0.21758486330509186,2.478480100631714,0.4204545319080353,1.8188433647155762
1,0.452420711517334,1.6792124509811401,0.5386363863945007,1.371809482574463
2,0.5734557509422302,1.319462776184082,0.6886363625526428,1.0069445371627808
3,0.6494156718254089,1.0570679903030396,0.6977272629737854,0.8773967623710632
4,0.72398442029953,0.8639081716537476,0.6704545617103577,0.9580897688865662
5,0.7523650527000427,0.733120322227478,0.7363636493682861,0.7573537230491638
6,0.78158038854599,0.6597520112991333,0.800000011920929,0.6360869407653809
7,0.7977184057235718,0.5920267701148987,0.8590909242630005,0.42257124185562134
8,0.8132999539375305,0.5635223388671875,0.7250000238418579,0.8296442627906799
9,0.8375069499015808,0.4755435585975647,0.8227272629737854,0.5482608675956726
0,0.2587645947933197,2.347321033477783,0.41818180680274963,1.871341347694397
1,0.4916527569293976,1.571629285812378,0.5340909361839294,1.4410597085952759
2,0.5926544070243835,1.2480857372283936,0.5340909361839294,1.3427517414093018
3,0.6496939063072205,1.0275506973266602,0.699999988079071,0.9659132957458496
4,0.6961602568626404,0.9175767302513123,0.7136363387107849,0.8371874690055847
5,0.7200890183448792,0.8361973762512207,0.706818163394928,0.8426417708396912
6,0.7515303492546082,0.7430238127708435,0.6886363625526428,1.1283761262893677
0,0.2590428590774536,2.3694260120391846,0.48636364936828613,1.6982929706573486
1,0.49109625816345215,1.5184683799743652,0.6431818008422852,1.208146572113037
2,0.6015581488609314,1.1946741342544556,0.5977272987365723,1.2726179361343384
3,0.6572064757347107,1.0108426809310913,0.7045454382896423,0.9594768285751343
4,0.7117418050765991,0.8488520383834839,0.7431818246841431,0.788919985294342
5,0.7451307773590088,0.7536250948905945,0.7022727131843567,0.9402891397476196
6,0.7712854743003845,0.6721454858779907,0.7090908885002136,0.8480806350708008
0,0.2968837022781372,2.2364070415496826,0.4477272629737854,1.8727962970733643
1,0.5336672067642212,1.4245283603668213,0.6340909004211426,1.2078211307525635
2,0.6291040778160095,1.100751519203186,0.6727272868156433,1.042346715927124
3,0.7067334651947021,0.878318190574646,0.7340909242630005,0.8136898875236511
4,0.7473567128181458,0.7604960799217224,0.7477272748947144,0.7689046859741211
5,0.7762938141822815,0.6581953167915344,0.8090909123420715,0.6149263978004456
6,0.7960489988327026,0.5966112017631531,0.7977272868156433,0.6215409636497498
7,0.8160823583602905,0.5608017444610596,0.7818182110786438,0.7280945777893066
0,0.3227601647377014,2.183776617050171,0.42954546213150024,1.7696691751480103
1,0.5258764624595642,1.425611138343811,0.5340909361839294,1.2812247276306152
2,0.6099054217338562,1.1342740058898926,0.6522727012634277,1.087581753730774
3,0.6883695125579834,0.9380852580070496,0.7181817889213562,0.8689541816711426
4,0.7395659685134888,0.7854900360107422,0.7431818246841431,0.751858651638031
5,0.7899276614189148,0.6516867280006409,0.706818163394928,0.8718039989471436
6,0.7988314032554626,0.5873151421546936,0.8181818127632141,0.5883342623710632
7,0.821368932723999,0.5486400723457336,0.8113636374473572,0.5875985622406006
8,0.8327768445014954,0.49834975600242615,0.7749999761581421,0.5968601107597351
9,0.8388981819152832,0.4662337601184845,0.800000011920929,0.5982838869094849
