epoch,accuracy,loss,val_accuracy,val_loss

0,0.1552179604768753,3.0064072608947754,0.4157303273677826,1.86102294921875
1,0.5614266991615295,1.4336116313934326,0.7247191071510315,0.8329417109489441
2,0.729194164276123,0.8194530606269836,0.8146067261695862,0.5544723272323608
3,0.8117569088935852,0.5851337313652039,0.8651685118675232,0.43441271781921387
4,0.8579920530319214,0.4570513367652893,0.882022500038147,0.4343538284301758
5,0.8698810935020447,0.3968323767185211,0.8089887499809265,0.5963953137397766
6,0.8870541453361511,0.32544222474098206,0.8764045238494873,0.5650229454040527
0,0.2767503261566162,2.5077335834503174,0.6348314881324768,1.292887568473816
1,0.6387054324150085,1.148713231086731,0.7752808928489685,0.7037155628204346
2,0.7450462579727173,0.7890285849571228,0.8314606547355652,0.47008055448532104
3,0.7926023602485657,0.6312627792358398,0.8651685118675232,0.39559122920036316
4,0.8322324752807617,0.4952813386917114,0.8707864880561829,0.3498322367668152
5,0.8606340885162354,0.40458011627197266,0.8932584524154663,0.37349942326545715
6,0.8764861226081848,0.3765553832054138,0.898876428604126,0.2947683334350586
7,0.8811096549034119,0.3401055932044983,0.898876428604126,0.31728431582450867
8,0.9095112085342407,0.2478187531232834,0.882022500038147,0.39935559034347534
