epoch,accuracy,loss,val_accuracy,val_loss
0,0.21758486330509186,2.478480100631714,0.4204545319080353,1.8188433647155762
1,0.452420711517334,1.6792124509811401,0.5386363863945007,1.371809482574463
2,0.5734557509422302,1.319462776184082,0.6886363625526428,1.0069445371627808
3,0.6494156718254089,1.0570679903030396,0.6977272629737854,0.8773967623710632
4,0.72398442029953,0.8639081716537476,0.6704545617103577,0.9580897688865662
5,0.7523650527000427,0.733120322227478,0.7363636493682861,0.7573537230491638
6,0.78158038854599,0.6597520112991333,0.800000011920929,0.6360869407653809
7,0.7977184057235718,0.5920267701148987,0.8590909242630005,0.42257124185562134
8,0.8132999539375305,0.5635223388671875,0.7250000238418579,0.8296442627906799
9,0.8375069499015808,0.4755435585975647,0.8227272629737854,0.5482608675956726
