epoch,accuracy,loss,val_accuracy,val_loss
0,0.029722589999437332,3.4742021560668945,0.03932584449648857,3.4634954929351807
1,0.04029062017798424,3.465332269668579,0.03932584449648857,3.4617912769317627
2,0.03896961733698845,3.4641590118408203,0.03932584449648857,3.4608802795410156
3,0.04029062017798424,3.4637014865875244,0.03932584449648857,3.4604694843292236
4,0.04029062017798424,3.4634053707122803,0.03932584449648857,3.4602572917938232
5,0.04029062017798424,3.463005542755127,0.03932584449648857,3.460137128829956
6,0.04029062017798424,3.463001251220703,0.03932584449648857,3.4601080417633057
7,0.04029062017798424,3.4627134799957275,0.03932584449648857,3.4600398540496826
8,0.04029062017798424,3.462486505508423,0.03932584449648857,3.45998215675354
9,0.04029062017798424,3.4624600410461426,0.03932584449648857,3.459927558898926
10,0.04029062017798424,3.46238374710083,0.03932584449648857,3.459866523742676
11,0.04029062017798424,3.462351083755493,0.03932584449648857,3.459956407546997
12,0.04029062017798424,3.462277889251709,0.03932584449648857,3.4599390029907227
13,0.04029062017798424,3.4621381759643555,0.03932584449648857,3.4599201679229736
0,0.33949801325798035,2.381389617919922,0.7078651785850525,0.9917373061180115
1,0.7212681770324707,0.8680418133735657,0.7303370833396912,0.8668416738510132
2,0.806472897529602,0.5839911699295044,0.7584269642829895,0.717498779296875
3,0.8520475625991821,0.45844766497612,0.8764045238494873,0.3283458650112152
4,0.8929986953735352,0.3174333870410919,0.898876428604126,0.3772355020046234
5,0.9055482149124146,0.2825925946235657,0.8539325594902039,0.47017738223075867
6,0.9134742617607117,0.27896836400032043,0.8932584524154663,0.3950756788253784
